DISTRICT,COUNTY/MUNICIPALITY,Constituencies,sub county sn,SUBCOUNTY/ TOWN COUNCIL,parish sn,PARISH/TOWN BOARD/WARD,title,Type of Institution,objectid,date,subject,longitude,latitude,GPS Accuracy,GPS longitude from Handheld Device,GPS Latitude from Handheld Device,enrolTOTALt,tclassroom_pri,Func_perm,Non_Func_perm,Teachers,Non_certified staff,format
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,NAMUNGOONA KIGOBE PS,Primary only,999999,2002,Government aided,32.537975,0.32632,6,32.537975,0.32632,752,7,7,,16,6,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,THE CHILD CARE P.S,Primary only,130987,2002,Private,32.568648,0.351502,6,32.568648,0.351502,375,7,7,,8,2,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,KAZO PARENTS P.S,Primary only,130593,2002,Private,32.55625,0.360355,11,32.55625,0.360355,263,10,7,3,14,6,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,NEW PLANET P.S,Primary only,130292,2002,Private,,,,32.5714,0.36996,143,9,9,,12,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,8,KIWATULE,TRIPLE  'H' JUNIOR P.S,Primary only,130603,2002,Private,,,,32.62561,0.37074,375,12,12,,22,13,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,ST.PETER PRIMARY SCH,Primary only,130388,2003,Private,,,,32.33912,0.1771,194,6,3,,10,4,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,FOCUS P.S,Primary only,130485,2003,Private,32.605955,0.308228,20,32.605955,0.308228,166,10,10,,12,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,2,BUGOLOBI,TRAIN UP A CHILD P.S,Primary only,130458,2003,Private,32.627452,0.312247,3,32.627452,0.312247,1416,28,28,,57,41,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,MUTUNGO PARENTS P.S,Primary only,130601,2003,Private,32.647125,0.319752,6,32.647125,0.319752,144,7,7,,14,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,RHEMA JUNIOR SCHOOL,Primary only,999999,2003,Private,32.55867,0.327803,12,32.55867,0.327803,197,7,7,,11,3,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,IMMACULATE HEART P.S,Primary only,130443,2003,Private,32.584793,0.347277,10,32.584793,0.347277,89,7,7,,10,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,KAWTHARA BUKOTO SCHOOL,Primary only,130967,2003,Private,32.596573,0.35211,24,32.596573,0.35211,242,9,7,,18,10,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,GOOD TIMES P.S,Primary only,130826,2003,Private,32.571462,0.39852,7,32.571462,0.39852,399,10,10,,20,8,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,KENNEDY PREP. SCHOOL,Primary only,130427,2004,Private,32.61956,0.258975,6,32.61956,0.258975,123,15,10,5,9,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,BUZIGA HILL PRIMARY SCHOL,Primary only,999999,2004,Private,32.621483,0.2595,19,32.621483,0.2595,338,10,10,,14,5,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,SWADIQ JUNIOR ACADEMY,Primary only,130585,2004,Private,32.590953,0.266675,9,32.590953,0.266675,204,12,9,2,10,9,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,BUSEGA MIRACLE ORPHANAGE,Primary only,130512,2004,Private,32.521602,0.311487,13,32.521602,0.311487,42,7,7,,9,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,BLESSED P.S,Primary only,130440,2004,Private,32.644833,0.325065,6,32.644833,0.325065,69,7,7,,7,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,17,NAGURU I,POLICE CHILDREN SCHOOL NTINDA,Primary only,999999,2004,Government aided,32.614535,0.338787,11,32.614535,0.338787,295,7,7,,10,4,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,NEW MIDLAND ISLAMIC ORPHANAGE PRIMARY SCHOOL,Primary only,130701,2004,Private,32.561393,0.377252,8,32.561393,0.377252,308,7,7,,13,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,STEP BY STEP INFANT P.S,Primary only,130683,2004,Private,32.59822,0.380122,8,32.59822,0.380122,9,5,5,,5,1,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,NEW LIFE TIME PRIMARY SCHOOL,Primary only,130556,2005,Private,32.583908,0.278305,10,32.583908,0.278305,417,7,7,,16,4,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,12,LUKULI,PRESBYTERRIAN JUNIOR SCHOOL,Primary only,130910,2005,Private,32.597232,0.283087,12,32.597232,0.283087,87,7,7,,11,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,MAKULA FOUNDATION SCHOOL,Primary only,999999,2005,Private,32.581243,0.28726,13,32.581243,0.28726,112,9,9,,14,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,VIANNET JUNIOR SCHOOL,Primary only,999999,2005,Private,32.58227,0.287282,11,32.58227,0.287282,96,8,6,,8,1,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,KAMPALA BLESSED ACADEMY,Primary only,999999,2005,Private,32.583292,0.28867,8,32.583292,0.28867,106,7,3,,12,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,5,BUTABIKA,KIROMBE INFANT P.S,Primary only,3297,2005,Private,32.658173,0.303563,9,32.658173,0.303563,97,6,6,,7,2,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,QUEEN ANN PRIMARY SCHOOL,Primary only,130498,2005,Private,32.603148,0.314475,6,32.603148,0.314475,139,7,7,,12,5,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,10,NAMIREMBE,SHALOM PRIMARY SCHOOL,Primary only,999999,2005,Private,32.56151,0.315627,16,32.56151,0.315627,374,10,10,,17,13,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,TREASURED KIDS P.S,Primary only,130495,2005,Private,32.541623,0.318548,7,32.541623,0.318548,187,7,7,,15,7,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,GOOD HOPE NABULAGALA,Primary only,130610,2005,Private,32.55297,0.324422,10,32.55297,0.324422,351,9,8,1,15,7,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,CREAM HILL P.S,Primary only,130597,2005,Private,,,,32.58038,0.34742,386,14,14,,29,28,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,12,MAKERERE II,MAKERERE PARENTS P.S,Primary only,130034,2005,Private,32.560844,0.348174,8,32.560844,0.348174,236,11,11,,14,4,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,SUPERIOR P.S,Primary only,130955,2006,Private,32.633107,0.257968,11,32.633107,0.257968,519,13,13,,27,32,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,PROGRESSIVE JUNIOR SCHOOL,Primary only,130348,2006,Private,32.6448,0.30134,4,32.6448,0.30134,403,3,3,,6,6,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,PUBLIC TRUST JUNIOR SCHOOL,Primary only,130609,2006,Private,32.606043,0.30897,8,32.606043,0.30897,293,7,7,,15,7,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,LAW & JOY P.S,Primary only,130361,2006,Private,32.634491,0.313226,10,32.634491,0.313226,461,11,8,,11,5,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,SKY MARK BUSEGA P.S,Primary only,130631,2006,Private,32.52691,0.317395,7,32.52691,0.317395,107,9,,,13,2,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,16,NAKASERO II,SIR APOLLO KAGGWA NAKASERO,Primary only,999999,2006,Private,32.578872,0.319245,16,32.578872,0.319245,814,28,25,3,40,12,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,SAUDAH P.S,Primary only,131065,2006,Private,32.651277,0.323257,7,32.651277,0.323257,205,8,8,,15,3,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,CITY JUNIOR DAY AND BOARDING PRIMARY SCHOOL,Primary only,130624,2006,Private,32.57015,0.346855,4,32.57015,0.346855,358,7,7,,16,9,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,GOOD SAMARITAN P.S,Primary only,130817,2006,Private,,,,32.58009,0.34864,357,7,7,,14,3,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,BRIGHT ANGELS PRIMARY SCHOOL,Primary only,999999,2006,Private,32.572908,0.348968,15,32.572908,0.348968,130,10,,,11,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,SUNSET JUNIOR SCHOOL,Primary only,130719,2006,Private,32.568463,0.360285,11,32.568463,0.360285,320,8,8,,14,9,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,CRYSTAL JUNIOR SCHOOL,Primary only,130637,2007,Private,32.631909,0.255305,10,32.631909,0.255305,284,7,7,,11,5,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,TOP CARE,Primary only,130903,2007,Private,32.591993,0.272502,11,32.591993,0.272502,197,7,7,,13,7,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,10,KIBUYE II,S.W.WINNY PRIMARY SCHOOL,Primary only,130807,2007,Private,32.575938,0.288433,9,32.575938,0.288433,159,8,5,,11,7,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,NDEEBA PARENTS PRI SCH,Primary only,130975,2007,Private,32.559745,0.29348,15,32.559745,0.29348,102,15,10,5,10,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,17,NSAMBYA ESTATE,CINDERELLA P/S,Primary only,130692,2007,Private,32.595575,0.294837,6,32.595575,0.294837,237,10,7,3,14,11,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,ST. STEPHEN'S CHURCH KISUGU NURSERY AND PRI SCHOOL,Primary only,130316,2007,Private,32.604623,0.304183,6,32.604623,0.304183,348,7,7,,13,9,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,ST MARY'S NURSERY AND PRIMARY SCHOOL MASANAFU,Primary only,999999,2007,Private,32.524513,0.3263,10,32.524513,0.3263,166,2,2,,16,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,NAKIBINGE PRIMARY SCHOOL,Primary only,999999,2007,Private,32.544114,0.341633,10,32.544114,0.341633,187,10,10,,12,5,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,5,KAMWOKYA II,RORARICK KINDERGARTEN PRIMARY SCHOOL,Primary only,130865,2007,Private,32.590365,0.347505,10,32.590365,0.347505,49,4,3,1,5,2,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,5,KAMWOKYA II,RORARICK PRIMARY SCHOOL,Primary only,130865,2007,Private,32.589468,0.34756,7,32.589468,0.34756,49,4,3,1,5,2,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,LIFE CARE P.S,Primary only,130720,2007,Private,32.566273,0.354562,10,32.566273,0.354562,206,7,7,,17,4,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,RIDGEWAY GRAMMER P.S,Primary only,130669,2007,Private,32.555248,0.363632,11,32.555248,0.363632,460,17,15,2,25,16,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,EDMON P.S,Primary only,130822,2007,Private,32.573577,0.379,8,32.573577,0.379,36,7,2,,5,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,6,LUNGUJJA,SPRING VALLEY NURSERY AND PRIMARY,Primary only,999999,2008,Private,,,,32.53995,0.1691,132,7,7,,9,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,BASHER'S JUNIOR SCHOOL,Primary only,999999,2008,Private,32.590028,0.287712,7,32.590028,0.287712,29,3,3,,1,1,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,HAPPY YEARS P.S,Primary only,130935,2008,Private,32.564475,0.295153,20,32.564475,0.295153,125,10,10,,16,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,16,NSAMBYA CENTRAL,MOTHER KEVIN MEMORIAL PRIMARY SCHOOL,Primary only,130696,2008,Private,,,,32.58377,0.30075,641,13,13,,24,29,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,MAXON JUNIOR SCHOOL,Primary only,131073,2008,Private,32.53845,0.301525,8,32.53845,0.301525,261,7,7,,10,8,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,THE EAGLETS ACADEMY BUSEGA SCH,Primary only,130827,2008,Private,32.522672,0.304967,6,32.522672,0.304967,382,9,9,,18,21,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,UP NEXT KINDERGARTEN AND P/S,Primary only,130831,2008,Private,32.651025,0.312463,22,32.651025,0.312463,111,3,3,,6,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,GOLDEN STARS P.S,Primary only,130672,2008,Private,32.650162,0.315912,9,32.650162,0.315912,521,9,9,,11,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,GOD’S WILL   PRIMARY SCHOOL,Primary only,130932,2008,Private,32.532797,0.330677,25,32.532797,0.330677,615,12,12,,23,7,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,SANCTA MARIA PREP.,Primary only,130480,2008,Private,32.594035,0.354037,22,32.594035,0.354037,624,10,10,,16,23,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,MAISARAH ISLAMIC P.S,Primary only,130653,2008,Private,32.55777,0.356003,21,32.55777,0.356003,153,11,7,,11,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,WARID JUNIOR SCHOOL,Primary only,999999,2008,Private,32.554333,0.373367,25,32.554333,0.373367,218,21,6,3,11,5,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,ST CLAVER P.S,Primary only,130710,2008,Private,32.563725,0.387787,6,32.563725,0.387787,397,9,8,1,18,11,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,THE STARS QUALITY PRIMARY SCHOOL,Primary only,999999,2008,Private,32.562185,0.388475,6,32.562185,0.388475,410,9,7,2,17,5,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,PRECIOUS HOURS INFANT SCHOOL (PRIMARY),Primary only,999999,2008,Private,32.573047,0.391008,8,0.390919,32.573122,8,2,2,,2,1,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,MILD CARE PARENTS SCHOOL,Primary only,999999,2009,Private,32.61691,0.246825,13,32.61691,0.246825,1112,32,28,4,56,44,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,SWADIC MOSLEM PS,Primary only,138166,2009,Private,32.590952,0.266975,9,32.590952,0.266975,274,9,7,2,13,5,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,12,LUKULI,NEW ARK NURSARY SCHOOL,Primary only,131101,2009,Private,32.600482,0.28182,10,32.600482,0.28182,59,3,3,,5,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,12,LUKULI,HAPPY DAYS QUALITY SCHOOL,Primary only,999999,2009,Private,32.599428,0.282957,5,32.599428,0.282957,90,7,6,,7,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,VICROSS PRIMARY SCHOOL,Primary only,130928,2009,Private,32.52494,0.315215,6,32.52494,0.315215,203,6,5,,12,5,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,MAMITA STANDARD P.S,Primary only,130886,2009,Private,32.644912,0.32007,8,32.644912,0.32007,149,7,7,,10,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,PRINCE OF PEACE INFANT AND PRIMARY SCHOOL,Primary only,131097,2009,Private,32.650163,0.322158,14,32.650163,0.322158,66,2,2,,7,2,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,PERUSSIAH PRIMARY SCH,Primary only,130763,2009,Private,32.553503,0.325498,5,32.553503,0.325498,463,14,12,,14,9,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,GLORIOUS PRIMARY SCHOOL,Primary only,999999,2009,Private,32.527852,0.327179,20,32.527852,0.327179,769,6,6,,37,22,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,13,MBUYA I,SIDEVIEW EDUCATION CENTRE,Primary only,130746,2009,Private,32.63074,0.332007,10,32.63074,0.332007,318,8,4,,12,4,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,12,KOLOLO III,KITANTE NURSERY SCHOOL,Primary only,999999,2009,Private,,,,32.58265,0.33206,140,5,5,,10,8,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,10,KOLOLO I,DAFFODILS PRIMARY SCHOOL,Primary only,130774,2009,Private,,,,32.58915,0.34136,846,25,24,1,40,23,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,FOUNTAIN GRAMMAR PRIMARY SCHOOL,Primary only,999999,2009,Private,32.55734,0.363197,5,32.55734,0.363197,363,23,14,9,19,7,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,TRINITY JUNIOR SCHOOL,Primary only,999999,2009,Private,32.554648,0.372992,17,32.554648,0.372992,331,12,10,,13,6,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,C&L PRIMARY SCHOOL,Primary only,999999,2009,Private,32.576102,0.395468,7,32.576102,0.395468,152,7,7,,10,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,7,MUTUNDWE,EXCEL JUNIOR SCHOOL (NATETE),Primary only,999999,2009,Private,32.528825,0.297107,6,0.29718,32.52898,209,2,2,,8,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,THE VICTOR SCHOOL MAKINDYE,Primary only,999999,2010,Private,32.583337,0.288302,16,32.583337,0.288302,94,9,7,2,7,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,9,KIBUYE I,GOLDEN TIMES PRIMARY SCHOOL,Primary only,999999,2010,Private,,,,32.57759,0.2917,169,9,9,,10,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,LITTLE ANGELS CHILDREN'S CENTRE,Primary only,999999,2010,Private,32.529558,0.301753,10,32.529558,0.301753,27,2,2,,2,4,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,KAMPALA ELITES  PRIMARY SCHOOL,Primary only,999999,2010,Private,32.527382,0.319267,8,32.527382,0.319267,203,8,8,,11,6,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,13,MBUYA I,GOOD MOTHER P.S,Primary only,130832,2010,Private,32.632927,0.331275,10,32.632927,0.331275,204,9,7,2,8,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,DESTINY JUNIOR PRIMARY SCHOOL,Primary only,131070,2010,Private,32.554182,0.339192,9,32.554182,0.339192,175,7,7,,13,6,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,SKYLIGHT PRIMARY SCHOOL,Primary only,999999,2010,Private,32.547835,0.343025,8,32.547835,0.343025,181,7,7,,9,6,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,KALERWE PARENTS P.S,Primary only,130383,2010,Private,32.568642,0.349583,5,32.568642,0.349583,99,6,5,1,4,5,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,SPIRE JUNIOR PRIMARY SCHOOL,Primary only,130024,2010,Private,32.560008,0.356925,9,32.560008,0.356925,369,11,9,2,10,9,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,HIS GRACE,Primary only,130815,2010,Private,32.578764,0.363241,10,32.578764,0.363241,167,8,7,1,8,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,KING OF KINGS PRIMARY,Primary only,999999,2010,Private,32.570365,0.384113,11,32.570365,0.384113,142,14,7,3,11,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,KYANJA VIEW P.S,Primary only,131055,2010,Private,32.596568,0.40216,5,32.596568,0.40216,166,7,7,,11,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,MUNYONYO PARENTS SCHOOL,Primary only,130713,2011,Private,,,,32.6058,0.25418,593,15,15,,20,9,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,CRADLE LAND JUNIOR SCHOOL,Primary only,131095,2011,Private,32.590637,0.28515,7,32.590637,0.28515,358,7,7,,10,4,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,4,LUBAGA,HASAYA P/S,Primary only,999999,2011,Private,32.555082,0.294702,11,32.555082,0.294702,95,8,8,,10,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,5,BUTABIKA,BRIGHT ANGELS JR SCH - LUZIRA,Primary only,130978,2011,Private,32.656962,0.30463,6,32.656962,0.30463,362,9,8,1,16,10,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,MIREMBE JUNIOR SCHOOL,Primary only,999999,2011,Private,32.612455,0.305022,4,32.612455,0.305022,482,14,14,,27,7,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,MK INTERNATIONAL SCHOOL,Primary only,131069,2011,Private,32.523667,0.308758,11,32.523667,0.308758,365,7,7,,27,19,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,6,LUNGUJJA,BRAIN BATTON KINDERGATEN,Primary only,131063,2011,Private,,,,32.5344,0.3127,154,7,7,,27,12,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,MOTHER WELL JUNIOR SCHOOL,Primary only,999999,2011,Private,32.64429,0.319543,8,32.64429,0.319543,201,7,7,,17,10,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,CENTRAL COMMUNITY SCHOOL,Primary only,131134,2011,Private,32.646317,0.323522,7,32.646317,0.323522,58,6,6,,8,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,ST. ANTHONY P.S - MUTUNGO,Primary only,130889,2011,Private,32.642212,0.324487,9,32.642212,0.324487,240,8,7,,11,9,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,1,BANDA,VINEYARD CHRISTIAN SCHOOL,Primary only,130749,2011,Private,32.63808,0.341748,10,32.63808,0.341748,143,8,,,8,4,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,AFFCAD SCHOOL,Primary only,130959,2011,Private,32.560298,0.35594,8,32.560298,0.35594,52,5,5,,9,5,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,AIDAN P.S,Primary only,130016,2011,Private,32.570182,0.35758,13,32.570182,0.35758,208,7,7,,8,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,CITY QUALITY P.S,Primary only,130726,2011,Private,32.585257,0.359682,7,32.585257,0.359682,273,11,10,1,11,4,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,8,KISENYI II,PRECIOUS CHILDREN'S CENTRE,Primary only,999999,2011,Private,32.56928,0.363,10,32.56928,0.363,115,10,10,,13,5,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,MODERN P.S.,Primary only,3288,2011,Private,32.596417,0.364258,7,32.596417,0.364258,308,7,7,,10,6,record
